我的收藏,#genre#
CCTV-9 记录,http://124.223.92.77/代理文件/AAAAA地方列表/aishang.php?id=cctv9hd
CCTV-9 记录,http://124.223.92.77/代理文件/AAAAA地方列表/aishang.php?id=cctv9hd2
CCTV-9 记录,http://111.20.41.250:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8?$移动超清1080P
CCTV-10 科教,http://124.223.92.77/代理文件/AAAAA地方列表/aishang.php?id=cctv10hd
CCTV-10 科教,http://39.134.66.66/PLTV/88888888/224/3221225677/index.m3u8
CCTV-10 科教,http://140.207.241.2:8080/live/program/live/cctv10hd/2300000/mnf.m3u8
CCTV-11 戏曲,http://124.223.92.77/代理文件/AAAAA地方列表/aishang.php?id=cctv11hd
CCTV-11 戏曲,http://39.134.65.162/PLTV/88888888/224/3221225517/index.m3u8
CCTV-12 社会,http://124.223.92.77/代理文件/AAAAA地方列表/aishang.php?id=cctv12hd
CCTV-12 社会,http://39.134.65.162/PLTV/88888888/224/3221225669/index.m3u8
CCTV-13 新闻,http://124.223.92.77/代理文件/AAAAA地方列表/aishang.php?id=cctv13hd
CCTV-13 新闻,http://111.40.196.30/PLTV/88888888/224/3221225504/index.m3u8
CCTV-14 少儿,http://124.223.92.77/代理文件/AAAAA地方列表/aishang.php?id=cctv14hd
CCTV-14 少儿,http://39.134.66.66/PLTV/88888888/224/3221225674/index.m3u8
CCTV-15 音乐,http://124.223.92.77/代理文件/AAAAA地方列表/aishang.php?id=cctv15hd
CCTV-15 音乐,http://39.134.65.162/PLTV/88888888/224/3221225513/index.m3u8
CCTV-16 奥运,http://124.223.92.77/代理文件/AAAAA地方列表/aishang.php?id=cctv16hd
CCTV-16 奥运,http://124.223.92.77/代理文件/AAAAA地方列表/aishang.php?id=cctv16_4k
CCTV-16 奥运,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8?$全网蓝光1080P
CCTV-16 奥运,http://39.135.138.58:18890/PLTV/88888888/224/3221226233/index.m3u8?$移动蓝光1080P
CCTV-17 农业,http://124.223.92.77/代理文件/AAAAA地方列表/aishang.php?id=cctv17hd
CETV-1,http://124.223.92.77/代理文件/AAAAA地方列表/aishang.php?id=cetv1hd
CETV-1,http://124.223.92.77/代理文件/AAAAA地方列表/yfy.m3u8.php?id=33
CCTV-4K,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
衛視,#genre#
北京卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221225826/index.m3u8?servicetype=1
北京卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221227246/index.m3u8?servicetype=1
北京纪实HD,http://39.135.49.209:6610/PLTV/88888888/224/3221225944/index.m3u8?servicetype=1
东方卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221225828/index.m3u8?servicetype=1
东方卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221226560/index.m3u8?servicetype=1
东方卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221227040/index.m3u8?servicetype=1
东方卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221227059/index.m3u8?servicetype=1
东方卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221226603/index.m3u8?servicetype=1
广东卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221225824/index.m3u8?servicetype=1
广东卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221226895/index.m3u8?servicetype=1
广东卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221227164/index.m3u8?servicetype=1
深圳卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221225848/index.m3u8?servicetype=1
深圳卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221227242/index.m3u8?servicetype=1
湖南卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221225827/index.m3u8?servicetype=1
湖南卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221227232/index.m3u8?servicetype=1
湖南影视HD,http://124.232.231.246:6610/000000001001/201600020006/index.m3u8?A
湖南影视HD,http://124.223.92.77/代理文件/AAAAA地方列表/yfy.m3u8.php?id=43030
湖南影视HD,http://218.77.55.49:9901/tsfile/live/1002_1.m3u8
湖南影视HD,http://111.40.196.9/PLTV/88888888/224/3221225662/index.m3u8
湖南电影HD,http://124.232.233.15:6610/000000001001/201600020005/1400.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
湖南电影HD,http://124.223.92.77/代理文件/AAAAA地方列表/yfy.m3u8.php?id=43029
湖南电影HD,http://218.77.55.49:9901/tsfile/live/1003_1.m3u8
湖南电影HD,http://111.40.196.30/PLTV/88888888/224/3221225660/index.m3u8
湖南娱乐HD,http://124.232.231.246:6610/000000001001/201600020004/index.m3u8?A
湖南娱乐HD,http://124.232.231.246:6610/000000001001/201600020004/1000.m3u8?IASHttpSessionId=OTT2933020211208004916069966&zte_bandwidth=1000&bandwidth=1433600&ispcode=3&timeformat=local&channel=201600020004&ztecid=201600020004&m3u8_level=2&A=
湖南娱乐HD,http://124.232.231.246:6610/000000001001/201600020004/1000.m3u8?IASHttpSessionId=OTT2939820211208005305069106&zte_bandwidth=1000&bandwidth=1433600&ispcode=3&timeformat=local&channel=201600020004&ztecid=201600020004&m3u8_level=2&A=
湖南娱乐HD,http://124.223.92.77/代理文件/AAAAA地方列表/yfy.m3u8.php?id=43027
湖北卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221225840/index.m3u8?servicetype=1
湖北卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221227111/index.m3u8?servicetype=1
东南卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221227156/index.m3u8?servicetype=1
浙江卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221225825/index.m3u8?servicetype=1
浙江卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221227193/index.m3u8?servicetype=1
浙江卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221225870/index.m3u8?servicetype=1
天津卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221225830/index.m3u8?servicetype=1
天津卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221227205/index.m3u8?servicetype=1
江苏卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221225847/index.m3u8?servicetype=1
江苏卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221227160/index.m3u8?servicetype=1
江西卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221225834/index.m3u8?servicetype=1
江西卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221227209/index.m3u8?servicetype=1
海南卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221227216/index.m3u8?servicetype=1
海峡卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221227198/index.m3u8?servicetype=1
河南卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221227095/index.m3u8?servicetype=1
河南卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221225842/index.m3u8?servicetype=1
河北卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221227063/index.m3u8?servicetype=1
山东卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221225843/index.m3u8?servicetype=1
山东卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221227236/index.m3u8?servicetype=1
安徽卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221225844/index.m3u8?servicetype=1
安徽卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221227178/index.m3u8?servicetype=1
云南卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221227181/index.m3u8?servicetype=1
广西卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221227250/index.m3u8?servicetype=1
四川卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221227182/index.m3u8?servicetype=1
重庆卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221225831/index.m3u8?servicetype=1
重庆卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221227240/index.m3u8?servicetype=1
贵州卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221227201/index.m3u8?servicetype=1
甘肃卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221227262/index.m3u8?servicetype=1
辽宁卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221225832/index.m3u8?servicetype=1
辽宁卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221227141/index.m3u8?servicetype=1
吉林卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221227099/index.m3u8?servicetype=1
黑龙江卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221225862/index.m3u8?servicetype=1
黑龙江卫视HD,http://39.135.49.209:6610/PLTV/88888888/224/3221227197/index.m3u8?servicetype=1
影視,#genre#
周星驰,http://txtest-xp2p.p2p.huya.com/src/1250011-1250011-5368756364640256-2777036638-10057-A-0-1.xs
周星驰,http://txtest-xp2p.p2p.huya.com/src/1388457235-1388457235-5963378416219586560-2777037926-10057-A-0-1.xs
周星驰,http://117.148.179.153/PLTV/88888888/224/3221231562/index.m3u8
周润发,http://txtest-xp2p.p2p.huya.com/src/1394565192-1394565192-5989611891779960832-2789253840-10057-A-0-1.xs
周润发,http://117.148.179.177/PLTV/88888888/224/3221231709/index.m3u8
刘德华,http://txtest-xp2p.p2p.huya.com/src/1394575547-1394575547-5989656366166310912-2789274550-10057-A-0-1.xs
刘德华,http://117.148.179.154/PLTV/88888888/224/3221231757/index.m3u8
李连杰,http://txtest-xp2p.p2p.huya.com/src/1394565196-1394565196-5989611908959830016-2789253848-10057-A-0-1.xs
古天乐,http://117.148.179.176/PLTV/88888888/224/3221231645/index.m3u8
张国荣,http://117.148.179.177/PLTV/88888888/224/3221231790/index.m3u8
动漫电影,http://117.148.179.160/PLTV/88888888/224/3221231568/index.m3u8 
喜剧联盟,http://117.148.179.154/PLTV/88888888/224/3221231621/index.m3u8 
高分影院,http://117.148.179.182/PLTV/88888888/224/3221231699/index.m3u8 
午夜剧场,http://117.148.179.141/PLTV/88888888/224/3221231516/index.m3u8 
云上影院,http://117.148.179.176/PLTV/88888888/224/3221231565/index.m3u8 
试胆大会,http://117.148.179.166/PLTV/88888888/224/3221231672/index.m3u8 
高能烧脑,http://117.148.179.169/PLTV/88888888/224/3221231504/index.m3u8 
黄金剧场,http://117.148.179.183/PLTV/88888888/224/3221231637/index.m3u8 
国外影院,http://117.148.179.164/PLTV/88888888/224/3221231652/index.m3u8
经典大片,http://117.148.179.160/PLTV/88888888/224/3221231583/index.m3u8
军旅剧场,http://117.148.179.145/PLTV/88888888/224/3221231585/index.m3u8
武侠剧场,http://117.148.179.160/PLTV/88888888/224/3221231763/index.m3u8
古龙系列,http://117.148.179.160/PLTV/88888888/224/3221231657/index.m3u8
金庸系列,http://117.148.179.132/PLTV/88888888/224/3221231477/index.m3u8
金庸专场,http://124.223.92.77/代理文件/AAAAA輪博專區/歪歪歪歪.php?id=1351762426
经典武侠,http://124.223.92.77/代理文件/AAAAA輪博專區/歪歪歪歪.php?id=1354210357
武侠大剧,http://124.223.92.77/代理文件/AAAAA輪博專區/歪歪歪歪.php?id=1351814644
经典港剧,http://124.223.92.77/代理文件/AAAAA輪博專區/歪歪歪歪.php?id=38525272
港剧悬疑,http://124.223.92.77/代理文件/AAAAA輪博專區/歪歪歪歪.php?id=10425097
爱看电影,http://124.223.92.77/代理文件/AAAAA輪博專區/歪歪歪歪.php?id=1353426319
全职高手,http://124.223.92.77/代理文件/AAAAA輪博專區/歪歪歪歪.php?id=26870427
超然巨作,http://124.223.92.77/代理文件/AAAAA輪博專區/歪歪歪歪.php?id=26623173
顶级欧美,http://124.223.92.77/代理文件/AAAAA輪博專區/歪歪歪歪.php?id=24923327
欧美电影,http://124.223.92.77/代理文件/AAAAA輪博專區/歪歪歪歪.php?id=29170933
欧美电影,http://39.135.49.20:6610/PLTV/88888888/224/3221226712/1.m3u8?servicetype=1
科幻经典,http://124.223.92.77/代理文件/AAAAA輪博專區/歪歪歪歪.php?id=14503914
蓝光大片,http://124.223.92.77/代理文件/AAAAA輪博專區/歪歪歪歪.php?id=24066336
动作电影,http://39.135.55.105:6610/PLTV/88888888/224/3221225879/index.m3u8?servicetype=1
动作电影,http://39.134.65.230/PLTV/88888888/224/3221225555/index.m3u8
动作电影,http://39.134.67.198/PLTV/88888888/224/3221225555/index.m3u8
动作电影,http://39.134.67.4/PLTV/88888888/224/3221225555/index.m3u8
动作电影,http://111.40.196.9/PLTV/88888888/224/3221225620/index.m3u8
明星大片,http://39.135.55.105:6610/PLTV/88888888/224/3221225893/index.m3u8?servicetype=1
明星大片,http://39.134.67.2:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/1.m3u8
明星大片,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/1.m3u8
黑莓电影,http://111.40.196.9/PLTV/88888888/224/3221225610/index.m3u8
黑莓电影,http://39.135.55.105:6610/PLTV/88888888/224/3221225891/index.m3u8?servicetype=1
黑莓电影,http://111.40.196.32/PLTV/88888888/224/3221225610/index.m3u8
精彩电影,http://117.148.179.176/PLTV/88888888/224/3221231565/index.m3u8
东方影视,http://183.207.255.188/live/program/live/dsjpdhd/4000000/mnf.m3u8
东方影视,http://111.40.196.9/PLTV/88888888/224/3221225615/index.m3u8
东方影视,http://111.40.196.28/PLTV/88888888/224/3221225615/index.m3u8
华语电影,http://39.135.49.20:6610/PLTV/88888888/224/3221226708/1.m3u8?servicetype=1
欢笑剧场,http://39.134.19.252:6610/yinhe/2/ch00000090990000002156/index.m3u8?virtualDomain=yinhe.live_hls.zte.com陕西银河
欢笑剧场,http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8
都市剧场,http://39.134.19.252:6610/yinhe/2/ch00000090990000002108/index.m3u8?virtualDomain=yinhe.live_hls.zte.com陕西银河
都市剧场,http://183.207.255.188/live/program/live/dsjchd/4000000/mnf.m3u8
IPTV 4K,http://39.134.134.85/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226550/index.m3u8?servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=3QGHZfaujB8rRCsAsCvwpxxlHr4QY7xmzJA0CWZ2m2oFrdR%2B0WqiDAHoOrKmOBjJo1DAVyGMxV75D0k9A8UW52%2FrO%2F0g1FiOsgmHLskIhGej57NNTIcVyR%2FC8%2FqFakBO3%2B2%2FLci77HWE%2FMDUdCEgEA%3D%3D%3A20211105223205%2C10000100000000050000000003887500%2CF6D75A298389DD1E7C3B7D397327CA23%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2CEND
IPTV淘电影,http://39.134.135.81/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226552/index.m3u8?servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=3QGHZfaujB8rRCsAsCvwpxxlHr4QY7xmzJA0CWZ2m2oFrdR%2B0WqiDAHoOrKmOBjJo1DAVyGMxV75D0k9A8UW52%2FrO%2F0g1FiOsgmHLskIhGej57NNTIcVyR%2FC8%2FqFakBO7Z60nQmH%2FQdgWVzAI0y58w%3D%3D%3A20211105223205%2C10000100000000050000000003887498%2CF6D75A298389DD1E7C3B7D397327CA23%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2CEND
IPTV淘剧场,http://39.134.134.84/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226553/index.m3u8?servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=3QGHZfaujB8rRCsAsCvwpxxlHr4QY7xmzJA0CWZ2m2oFrdR%2B0WqiDAHoOrKmOBjJo1DAVyGMxV75D0k9A8UW52%2FrO%2F0g1FiOsgmHLskIhGej57NNTIcVyR%2FC8%2FqFakBOatI%2F3LD77f6VT%2BVI0tODRw%3D%3D%3A20211105223205%2C10000100000000050000000003887497%2CF6D75A298389DD1E7C3B7D397327CA23%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2CEND
CCTV-6 电影,http://39.135.55.105:6610/PLTV/88888888/224/3221227137/index.m3u8?servicetype=1
CCTV-6 电影,http://live.aishang.ctlcdn.com/00000110240247_1/playlist.m3u8?CONTENTID=00000110240247_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CCTV-6 电影,http://39.135.49.20:6610/PLTV/88888888/224/3221227137/1.m3u8?servicetype=1
CHC高清电影,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC高清电影,http://live.aishang.ctlcdn.com/00000110240325_1/playlist.m3u8?CONTENTID=00000110240325_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CHC家庭影院,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/1.m3u8
CHC家庭影院,http://live.aishang.ctlcdn.com/00000110240323_1/playlist.m3u8?CONTENTID=00000110240323_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CHC家庭影院,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
CHC动作电影,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
CHC动作电影,http://live.aishang.ctlcdn.com/00000110240324_1/playlist.m3u8?CONTENTID=00000110240324_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CHC动作电影,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
CBN每日影院,http://beifeng.site:4000/udp/239.3.1.111:8001
CBN幸福剧场,http://beifeng.site:4000/udp/239.3.1.112:8001
CBN幸福娱乐,http://beifeng.site:4000/udp/239.3.1.113:8001
輪播,#genre#
周星驰,http://124.223.92.77/代理文件/AAAAA輪博專區/愛奇藝.php?id=380076422&tk=d39076be
琅琊榜,http://124.223.92.77/代理文件/AAAAA輪博專區/愛奇藝.php?id=180056422&tk=7c1d547e
脱口秀,http://124.223.92.77/代理文件/AAAAA輪博專區/愛奇藝.php?id=180056622&tk=40e24180
周末影院,http://124.223.92.77/代理文件/AAAAA輪博專區/愛奇藝.php?id=180042122&tk=e08120fb
超清修复,http://124.223.92.77/代理文件/AAAAA輪博專區/愛奇藝.php?id=180054522&tk=ddd736b9
国剧修复,http://124.223.92.77/代理文件/AAAAA輪博專區/愛奇藝.php?id=180049922&tk=95d69371
怀旧剧场,http://124.223.92.77/代理文件/AAAAA輪博專區/愛奇藝.php?id=180055222&tk=9e640f09
经典港片,http://124.223.92.77/代理文件/AAAAA輪博專區/愛奇藝.php?id=180055322&tk=a8e40417
温情影院,http://124.223.92.77/代理文件/AAAAA輪博專區/愛奇藝.php?id=180055922&tk=2910939e
豆瓣高分,http://124.223.92.77/代理文件/AAAAA輪博專區/愛奇藝.php?id=180055822&tk=dd6d1cd7
华语院线,http://124.223.92.77/代理文件/AAAAA輪博專區/愛奇藝.php?id=180056122&tk=0050adf3
惊悚午夜,http://124.223.92.77/代理文件/AAAAA輪博專區/愛奇藝.php?id=180056222&tk=a1d3d58f
战争电影,http://124.223.92.77/代理文件/AAAAA輪博專區/愛奇藝.php?id=380079522&tk=c77dc292
抗战剧场,http://124.223.92.77/代理文件/AAAAA輪博專區/愛奇藝.php?id=180064922&tk=7d1d14d7
宫廷正剧,http://124.223.92.77/代理文件/AAAAA輪博專區/愛奇藝.php?id=180064022&tk=2a00a157
家庭剧场,http://124.223.92.77/代理文件/AAAAA輪博專區/愛奇藝.php?id=180064522&tk=7f3a36e7
经典重温,http://124.223.92.77/代理文件/AAAAA輪博專區/愛奇藝.php?id=180062422&tk=a536c286
青春剧场,http://124.223.92.77/代理文件/AAAAA輪博專區/愛奇藝.php?id=180063722&tk=1da756bc
仙侠玄幻,http://124.223.92.77/代理文件/AAAAA輪博專區/愛奇藝.php?id=180063822&tk=116b642a
权谋剧场,http://124.223.92.77/代理文件/AAAAA輪博專區/愛奇藝.php?id=180065222&tk=56404ab4
口碑老剧,http://124.223.92.77/代理文件/AAAAA輪博專區/愛奇藝.php?id=180065422&tk=c47ce8b5
小说改编,http://124.223.92.77/代理文件/AAAAA輪博專區/愛奇藝.php?id=180065522&tk=404b24d5
电影大片,http://124.223.92.77/代理文件/AAAAA輪博專區/愛奇藝.php?id=180066122&tk=0efeee39
票房收割,http://124.223.92.77/代理文件/AAAAA輪博專區/愛奇藝.php?id=380066222&tk=c49c4ed0
粤语原声,http://124.223.92.77/代理文件/AAAAA輪博專區/愛奇藝.php?id=380066322&tk=bc0ed08b
收视冠军,http://124.223.92.77/代理文件/AAAAA輪博專區/愛奇藝.php?id=380067022&tk=898bd66d
热播电视,http://124.223.92.77/代理文件/AAAAA輪博專區/愛奇藝.php?id=380067522&tk=55f8f303
谍战剧场,http://124.223.92.77/代理文件/AAAAA輪博專區/愛奇藝.php?id=380067822&tk=e5191187
戏骨飙戏,http://124.223.92.77/代理文件/AAAAA輪博專區/愛奇藝.php?id=380068022&tk=b6beff3a
日韩院线,http://124.223.92.77/代理文件/AAAAA輪博專區/愛奇藝.php?id=380068322&tk=b689a935
康熙王朝,http://124.223.92.77/代理文件/AAAAA輪博專區/愛奇藝.php?id=380069822&tk=911a1a70
爆笑精选,http://124.223.92.77/代理文件/AAAAA輪博專區/愛奇藝.php?id=180064722&tk=38f414ac
iHOT爱院线,http://111.11.123.49:6610/000000001000/6000000006000030630/1.m3u8?Contentid=6000000006000030630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱经典,http://111.11.123.49:6610/000000001000/6000000006000060630/1.m3u8?Contentid=6000000006000060630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱怀旧,http://111.11.123.49:6610/000000001000/6000000006000260630/1.m3u8?Contentid=6000000006000260630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱江湖,http://111.11.123.49:6610/000000001000/6000000006000110630/1.m3u8?Contentid=6000000006000110630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱科幻,http://111.11.123.49:6610/000000001000/6000000006000020630/1.m3u8?Contentid=6000000006000020630&livemode=1&stbId=3&channel-id=wasusyt
